type,original_title,title,overview,release_date,popularity,vote_average,genres,ott_platforms
movie,Une femme qui part,Une femme qui part,,2025-02-01,1.211,0.0,다큐멘터리,
movie,Tolkien: Die wahre Geschichte der Ringe,Tolkien: Die wahre Geschichte der Ringe,,2024-12-05,1.569,8.0,"다큐멘터리, 역사",
movie,Break In,Break In,,2023-11-17,1.078,2.0,"스릴러, TV 영화",
movie,Dawid Podsiadło - Dokumentalny,Dawid Podsiadło - Dokumentalny,,2024-12-03,1.022,8.0,"음악, 다큐멘터리",
movie,Akiračiai tarp paralelių,Akiračiai tarp paralelių,,2024-11-14,1.706,0.0,애니메이션,
movie,Kasama Kang Tumanda,Kasama Kang Tumanda,,2024-05-02,1.022,0.0,"다큐멘터리, 가족",
movie,Gacy: Serial Killer Next Door,Gacy: Serial Killer Next Door,,2024-01-30,1.022,1.8,"공포, 스릴러",
movie,Gli immortali,Gli immortali,,2023-10-26,1.022,5.0,드라마,
movie,পরিচয় গুপ্ত,পরিচয় গুপ্ত,,2025-02-21,2.386,0.0,"스릴러, 드라마",
movie,HOMe,HOMe,,2025-02-01,1.46,0.0,,
movie,Hometown Remedy,Hometown Remedy,,2023-10-14,1.022,7.0,로맨스,
movie,Secret,Secret,,2024-07-26,1.022,3.0,"스릴러, 미스터리, 코미디, 드라마",
movie,The Holiday Proposal Plan,The Holiday Proposal Plan,,2023-12-16,1.022,5.714,"TV 영화, 코미디, 로맨스",
movie,Le Dernier Repas,Le Dernier Repas,,2024-09-27,1.022,7.0,드라마,
movie,Echoes of washing hands,Echoes of washing hands,,2025-02-01,1.21,0.0,다큐멘터리,
movie,Holka od vedle,Holka od vedle,,2025-01-30,1.127,0.0,코미디,
movie,STARVED,STARVED,,2025-01-13,1.021,0.0,"드라마, 공포",
movie,The Engagement Plan,The Engagement Plan,,2024-08-29,1.021,7.0,"TV 영화, 로맨스",
movie,The Village Next to Paradise,천국의 옆 마을,,2024-11-08,1.021,8.8,드라마,
movie,Vessel 2024,Vessel 2024,,2025-01-15,1.02,0.0,"공포, SF, 드라마, 미스터리",
movie,Feuerwehrmann Sam - Pontypandys neue Feuerwache,Feuerwehrmann Sam - Pontypandys neue Feuerwache,,2025-02-01,1.46,0.0,,
movie,Ennio Doris - C'è anche domani,Ennio Doris - C'è anche domani,,2024-04-15,2.38,7.1,드라마,
movie,Paradise,파라다이스,"인도의 영화프로듀서 케사브와 블로거 사미타 부부는 고대 인도의 힌두교 대서사시 『라마야나』의 유적들을 여행하기 위해 스리랑카에 도착한다. 첫날 여행 중 넷플릭스의 투자 소식을 들은 케사브는 하루빨리 인도로 돌아가고자 하는데 그날 밤, 호텔에 괴한들이 습격하여 모바일폰, 노트북, 카메라 등을 모두 훔쳐 간다. 이튿날 경찰서로 간 부부는 마을의 실업 상태 젊은이들 중 누가 괴한이었는지를 지목하도록 요청받는다.",2024-06-21,1.205,6.0,"드라마, 범죄",
movie,Christmas at the Amish Bakery,Christmas at the Amish Bakery,,2023-12-10,1.02,6.7,"TV 영화, 드라마, 로맨스",
movie,City of Dreams,City of Dreams,,2024-08-29,1.887,6.1,"드라마, 스릴러",
movie,Le Combiné,Le Combiné,,2025-02-01,1.21,0.0,,
movie,Il mio compleanno,Il mio compleanno,,2024-09-01,1.179,6.8,드라마,
movie,Sarò con te,Sarò con te,,2024-05-04,1.462,7.5,다큐멘터리,
movie,"SEAMUS. Now, Then and Before","SEAMUS. Now, Then and Before",,2024-01-06,1.019,10.0,"코미디, 범죄, 드라마",
movie,Unforgettable Christmas,Unforgettable Christmas,,2023-12-26,1.019,5.5,"TV 영화, 코미디, 로맨스",
movie,Pertaruhan 2: The Series,Pertaruhan 2: The Series,,2023-11-03,1.018,0.0,"액션, 드라마",
movie,Lula,룰라,"세계에서 가장 영향력 있는 정치인 중 한 명인 브라질의 지도자 루이스 이나시우 룰라 다 실바에 대한 작품으로, 그의 부상과 몰락, 그리고 성공적인 귀환에 대해 시간순으로 다루고 있다. ‘룰라’는 감옥에서 19개월을 보낸 후 2022년 브라질 대통령으로 다시 선출되었는데, 영화는 이러한 그의 특별한 여정을 친밀하면서도 날카로운 시선으로 그린다.",2024-05-19,1.018,0.0,다큐멘터리,
movie,A Roommate To Die For,A Roommate To Die For,,2023-11-12,1.018,5.5,"드라마, 범죄, 스릴러, TV 영화",
movie,Hotspot - Amore senza rete,Hotspot - Amore senza rete,,2023-10-22,1.615,5.421,"코미디, 로맨스",
movie,Amityvillenado,Amityvillenado,,2025-01-13,1.505,0.0,"공포, 코미디",
movie,Avant-Drag!,Avant-Drag!,,2024-05-23,1.018,7.2,다큐멘터리,
movie,The Mind,The Mind,,2025-01-29,1.09,0.0,다큐멘터리,
movie,Grant Us Eyes,Grant Us Eyes,,2025-02-01,1.209,0.0,,
movie,ZONE,ZONE,,2024-10-03,2.174,10.0,"드라마, 판타지",
movie,Labels : Des verts et des pas mûrs,Labels : Des verts et des pas mûrs,,2023-12-05,1.017,9.0,다큐멘터리,
movie,میتوز,میتوز,,2025-01-21,1.017,0.0,드라마,
movie,The Unholy Trinity,The Unholy Trinity,,2024-10-12,1.904,0.0,"서부, 모험, 범죄",
movie,Fresh Kills,Fresh Kills,,2024-06-14,1.017,6.2,드라마,
movie,Battle for Disclosure,Battle for Disclosure,,2024-10-12,1.016,6.0,"다큐멘터리, 드라마",
movie,Viva o Cinema! Uma História da Mostra de São Paulo,Viva o Cinema! Uma História da Mostra de São Paulo,,2024-10-26,1.016,0.0,다큐멘터리,
movie,Bach - Ein Weihnachtswunder,Bach - Ein Weihnachtswunder,,2024-10-30,1.016,6.5,"역사, TV 영화, 음악",
movie,Arda Turan: Yüzleşme,Arda Turan: Yüzleşme,,2024-08-18,1.16,4.6,다큐멘터리,
movie,ドキュメンタリー オブ ベイビーわるきゅーれ,다큐멘터리 오브 킬러는 메이드 사마,킬러는 메이드 사마: 나이스 데이즈 (Baby Assassins: Nice Days) 의 제작 과정 및 비하인드 스토리 다큐멘터리,2024-10-04,1.016,7.5,다큐멘터리,
movie,"Io, noi e Gaber","Io, noi e Gaber",,2023-11-06,1.016,7.4,다큐멘터리,
movie,অমর সঙ্গী,অমর সঙ্গী,,2025-01-31,1.666,0.0,"로맨스, 드라마, 스릴러",
movie,Le plein potentiel,Le plein potentiel,,2024-11-22,1.221,0.0,다큐멘터리,
movie,Merchant Ivory,Merchant Ivory,,2024-08-30,1.707,7.7,다큐멘터리,
movie,Adstritos,Adstritos,,2025-02-04,1.867,0.0,"드라마, 공포, 판타지",
movie,Rhubarb Rhubarb,Rhubarb Rhubarb,,2025-02-01,1.209,0.0,드라마,
movie,Gaddafi in Rome: Anatomy of a Friendship,Gaddafi in Rome: Anatomy of a Friendship,,2025-02-01,1.459,0.0,다큐멘터리,
movie,Eggman's Dyslexia,Eggman's Dyslexia,,2025-02-01,1.209,0.0,,
movie,Badminton,Badminton,,2025-01-02,1.015,0.0,,
movie,"ILY, BYE","ILY, BYE",,2024-03-20,1.015,3.5,코미디,
movie,La próxima película de Carmen Trevilla,La próxima película de Carmen Trevilla,,2023-11-08,1.135,7.0,코미디,
movie,Ти мене любиш?,Ти мене любиш?,,2024-05-30,1.698,7.0,드라마,
movie,Futra Days,Futra Days,,2024-10-29,1.015,2.3,"로맨스, SF, 드라마",
movie,Romy Melhem – Zero Gravity,Romy Melhem – Zero Gravity,,2025-02-01,1.209,0.0,,
movie,Walzer Allein,Walzer Allein,,2025-02-01,1.209,0.0,"드라마, 코미디, 음악",
movie,Père et fille,Père et fille,,2025-02-04,1.618,0.0,드라마,
movie,Europa Centrale,Europa Centrale,,2024-11-24,1.014,7.5,드라마,
movie,A Cowboy Christmas,A Cowboy Christmas,,2023-11-07,1.014,3.8,로맨스,
movie,Bolt from the Blue,Bolt from the Blue,,2024-09-27,1.014,0.0,"SF, 코미디, 모험",
movie,La importancia de llamarse Ernesto y la gilipollez de llamarse Eric,La importancia de llamarse Ernesto y la gilipollez de llamarse Eric,,2023-11-10,1.014,7.0,"다큐멘터리, 음악",
movie,祝你好运,祝你好运,,2025-02-04,1.866,0.0,드라마,
movie,King of the Skatepark,King of the Skatepark,,2025-02-04,1.396,10.0,드라마,
movie,A Day in the Life of a Farmed Animal,A Day in the Life of a Farmed Animal,,2023-10-02,1.013,10.0,"다큐멘터리, 드라마",
movie,Hikaru Utada Live Sessions from Air Studios,Hikaru Utada Live Sessions from Air Studios,,2024-11-21,2.363,0.0,"음악, 다큐멘터리","Netflix, Netflix basic with Ads"
movie,A Gangster's Kiss,A Gangster's Kiss,,2024-06-24,1.012,0.0,"코미디, 범죄, 스릴러",
movie,"3 Bed, 2 Bath, 1 Ghost","3 Bed, 2 Bath, 1 Ghost",,2023-10-07,1.701,7.1,"TV 영화, 코미디, 로맨스",
movie,세상 참 예쁜 오드리,세상 참 예쁜 오드리,"고향에서 국숫집을 운영하는 미연과 그의 아들 기훈. 하나뿐인 여동생 지은은 자신의 꿈을 위해 가족과 담을 쌓은 상태다. 어느 날, 엄마 미연이 병을 진단받고 이로 인해 이 가족에게 커다란 변화가 생긴다. 서로에게 상처만 주던 남매, 엄마를 외면하는 딸, 모녀 사이에서 고군분투하는 아들. 과연 이 가족은 서로를 지킬 수 있을까?",2024-10-24,1.012,0.0,"가족, 드라마",
movie,Troubleshooters,Troubleshooters,,2024-12-05,1.012,9.0,"액션, 코미디",
movie,Człowiek do wszystkiego,Człowiek do wszystkiego,,2025-01-31,1.165,0.0,드라마,
movie,Color Book,Color Book,,2024-06-08,1.012,9.0,드라마,
movie,ப்ளூ ஸ்டார்,ப்ளூ ஸ்டார்,,2024-01-25,1.203,6.8,드라마,
movie,Kajtek czarodziej,Kajtek czarodziej,,2023-11-03,1.134,6.5,"가족, 판타지, 모험",
movie,Aşkın Dünkü Çocukları,Aşkın Dünkü Çocukları,,2025-01-31,1.415,0.0,"드라마, 코미디",
movie,La Cena Está Servida,La Cena Está Servida,,2024-12-04,1.011,0.0,"스릴러, 공포",Disney Plus
movie,"I, the Song","I, the Song",,2024-11-19,1.011,0.0,드라마,
movie,Malam Jahanam,Malam Jahanam,,2025-02-06,1.757,0.0,"공포, 스릴러, 드라마",
movie,2025年中央广播电视总台春节联欢晚会,2025年中央广播电视总台春节联欢晚会,,2025-01-28,1.335,6.0,"다큐멘터리, 음악",
movie,وداعًا حمدي,وداعًا حمدي,,2024-11-06,1.01,0.0,코미디,
movie,Bu Tejo Sowan Jakarta,Bu Tejo Sowan Jakarta,,2024-01-18,1.01,5.667,"드라마, 코미디",
movie,A Christmas Frequency,A Christmas Frequency,,2023-11-02,1.01,4.3,"TV 영화, 코미디, 로맨스",
movie,Crispy,Crispy,,2024-12-30,1.183,1.5,공포,
movie,Gavin & Stacey: A Fond Farewell,Gavin & Stacey: A Fond Farewell,,2025-01-01,1.977,8.0,"다큐멘터리, 코미디",
movie,Bad Fish,Bad Fish,,2024-09-30,1.01,3.3,"스릴러, 공포",
movie,映画おしりたんてい さらば愛しき相棒(おしり)よ,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",엉덩이 탐정 사무소로 도착한 의문의 초콜릿 상자. 상자 속에는 10년 전 함께 일한 옛 파트너 ‘수선화’가 보낸 메시지가 숨겨져 있는데... 바로 자신이 근무하는 메트 미술관에 발생한 거대한 사건을 해결해달라는 부탁! 하지만 예전과 달라진 그녀의 모습에 엉덩이 탐정은 혼란에 빠지는데... 시리즈 사상 최대 미스터리를 밝히기 위해 엉덩이 탐정이 움직이기 시작한다!,2024-03-20,1.01,7.0,애니메이션,
movie,Myth of Man,Myth of Man,,2025-01-24,1.194,0.0,SF,
movie,Paru Parvathy,Paru Parvathy,,2025-01-31,1.163,0.0,"코미디, 드라마",
movie,Familjen,Familjen,,2025-01-26,1.009,0.0,애니메이션,
movie,Saat Menghadap Tuhan,Saat Menghadap Tuhan,,2024-06-06,1.138,6.0,드라마,
movie,Christmas at the Holly Day Inn,Christmas at the Holly Day Inn,,2023-11-06,1.009,6.9,"코미디, 드라마, 로맨스",
movie,Greenland,Greenland,,2024-12-25,1.008,0.0,다큐멘터리,
movie,"Where Are You, Christmas?","Where Are You, Christmas?",,2023-10-21,1.008,6.0,"TV 영화, 드라마, 판타지",
movie,Power Slap 11: Da Crazy Hawaiian vs. Dumpling 2,Power Slap 11: Da Crazy Hawaiian vs. Dumpling 2,,2025-01-30,1.624,0.0,액션,
movie,Dongeng Sang Kancil,Dongeng Sang Kancil,,2024-12-26,1.007,7.0,"애니메이션, 모험, 코미디, 가족, 판타지, 음악",
movie,Secret Life of Diddy,Secret Life of Diddy,,2024-10-09,1.007,0.0,다큐멘터리,
movie,Иван Царевич и Серый Волк 6,Иван Царевич и Серый Волк 6,,2024-12-26,1.597,0.0,애니메이션,
movie,Easter Bloody Easter,Easter Bloody Easter,,2024-03-25,1.007,3.0,"공포, 코미디, 판타지",
movie,Cały ten seks,Cały ten seks,,2023-11-10,1.193,3.6,"코미디, 로맨스",
movie,Stick Em Game,Stick Em Game,,2025-02-04,1.615,0.0,"액션, 스릴러, 범죄",
movie,The Unbreakable Tatiana Suarez,The Unbreakable Tatiana Suarez,,2024-01-31,1.012,6.9,다큐멘터리,
movie,Tabula rasa,Tabula rasa,,2025-01-31,1.164,0.0,"공포, 스릴러",
movie,Unfamiliar Territory,Unfamiliar Territory,,2025-01-31,1.693,7.0,코미디,
movie,Quando Parir é um Feitiço,Quando Parir é um Feitiço,,2025-01-31,1.413,0.0,"드라마, 다큐멘터리",
movie,El arte de los analfabetos,El arte de los analfabetos,,2024-06-21,1.172,7.0,다큐멘터리,
movie,Un ángel llamado Rebeca,Un ángel llamado Rebeca,,2024-04-26,1.006,5.5,다큐멘터리,
movie,仮面ライダーギーツ ジャマト・アウェイキング,가면라이더 기츠 쟈마토 어웨이킹,,2024-03-08,1.006,10.0,"액션, SF",
movie,INSPECTION,INSPECTION,,2025-01-25,1.467,0.0,공포,
movie,Doctor Who: The War Games in Colour,Doctor Who: The War Games in Colour,,2024-12-23,1.419,5.0,"SF, 드라마, 모험",
movie,Big Big Train: A Flare on the Lens - Live in London,Big Big Train: A Flare on the Lens - Live in London,,2024-09-13,1.006,0.0,,
movie,Marlee Matlin: Not Alone Anymore,Marlee Matlin: Not Alone Anymore,,2025-01-23,1.006,0.0,다큐멘터리,
movie,Sex Love Venice,Sex Love Venice,,2024-09-29,1.006,0.0,드라마,
movie,Quasi a casa,Quasi a casa,,2024-09-05,1.268,7.6,"드라마, 코미디",
movie,İstanbul Üçlemesi: Muhabbet,İstanbul Üçlemesi: Muhabbet,,2024-04-20,1.006,8.375,드라마,
movie,Birthday Girl,Birthday Girl,,2024-04-04,1.732,5.5,"드라마, 스릴러",
movie,"Carville: Winning Is Everything, Stupid","Carville: Winning Is Everything, Stupid",,2024-10-11,1.005,8.0,"다큐멘터리, 역사",
movie,Apocalipse nos Trópicos,Apocalipse nos Trópicos,,2024-08-29,1.143,6.0,다큐멘터리,
movie,في حدا عايش؟,في حدا عايش؟,,2024-10-07,1.005,0.0,"드라마, 스릴러",
movie,Paradise,Paradise,,2024-03-21,1.005,3.0,"액션, 스릴러",
movie,Мы рожаем!,Мы рожаем!,,2025-02-06,1.504,0.0,코미디,
movie,Django,Django,,2024-05-02,1.068,0.0,다큐멘터리,
movie,La Vie rêvée des autres,La Vie rêvée des autres,,2024-02-28,1.004,6.5,"드라마, 범죄",
movie,Bad River,Bad River,,2024-03-15,1.004,8.0,다큐멘터리,
movie,Messy,Messy,,2024-10-03,1.004,0.0,"코미디, 드라마",
movie,Missing: केटी हराएको सूचना,Missing: केटी हराएको सूचना,,2025-01-24,1.004,10.0,"액션, 코미디, 로맨스, 드라마",
movie,Navadna hruška,Navadna hruška,,2025-01-31,1.162,0.0,"다큐멘터리, SF",
movie,Voyage Au Coeur De La Nuit,Voyage Au Coeur De La Nuit,,2025-02-06,1.503,0.0,다큐멘터리,
movie,A Country Music Christmas,A Country Music Christmas,,2024-12-21,1.003,5.5,"코미디, 로맨스, TV 영화",
movie,"De ""Matrix"" à ""Sense8"", la révolution Wachowski","De ""Matrix"" à ""Sense8"", la révolution Wachowski",,2024-05-31,1.003,9.0,다큐멘터리,
movie,欢迎来到我身边,欢迎来到我身边,,2024-07-05,1.003,7.75,"코미디, 로맨스, 판타지",
movie,Patterns of Evidence: The Israel Dilemma – Ancient Prophecies,Patterns of Evidence: The Israel Dilemma – Ancient Prophecies,,2024-11-13,1.199,0.0,다큐멘터리,
movie,Final Recovery,Final Recovery,,2024-01-31,1.002,0.0,"공포, 미스터리, 스릴러",
movie,Im Schatten der Träume,Im Schatten der Träume,,2025-02-06,1.505,0.0,"다큐멘터리, 음악",
movie,Ave Eva,Ave Eva,,2024-09-23,1.002,0.0,드라마,
movie,Friday Night Sext Scandal,Friday Night Sext Scandal,,2024-03-16,1.002,6.5,드라마,
movie,Tulang Belulang Tulang,Tulang Belulang Tulang,,2024-09-26,1.002,7.0,"코미디, 드라마, 모험",
movie,Bull Run,Bull Run,,2024-10-19,1.189,1.0,코미디,
movie,The Point Pleasant Tapes,The Point Pleasant Tapes,,2024-10-19,1.002,0.0,"공포, 코미디",
movie,གཅིག་དང་བཞི།,하나 그리고 넷,"1990년대 후반의 어느 날, 티베트 고원의 숲에 눈보라가 몰아치기 일보 직전이다. 산지기의 나무 집에 초대받지 않은 세 사람의 손님이 들이닥치고, 곧 산지기는 밀렵꾼들을 쫓는 경찰관의 사건에 휘말린다. 그는 도무지 진실을 판단할 수 없는 상황에 처하고 사건은 점점 미궁에 빠진다.",2023-10-27,1.021,6.4,"드라마, 판타지",
movie,Bath Bomb,Bath Bomb,,2024-10-15,1.153,0.0,공포,
movie,Diane Warren: Relentless,다이앤 네버 다이,"대형 히트곡을 작곡하며 업계의 거물들을 위한 곡을 써온 다이앤 워렌은 <다이앤 네버 다이>(2024)에서 막강한 존재감으로 등장한다. 아카데미상 후보에 15번 오르고, 명예 오스카상과 그래미상, 에미상, 골든글로브상을 수상한 다이앤은 할리우드 명예의 전당과 작곡가 명예의 전당에 그녀의 이름을 새겼을 뿐만 아니라, 우리의 인생에 사운드트랙을 제공한 주인공이다. 영화는 다이앤 특유의 유머로 가득 차 있으며, 관객은 다이앤의 삶과 오늘날의 위치에 이르기까지의 힘겨운 여정을 엿볼 수 있다. 독특한 작곡 방식, 파격적인 삶의 선택, 성실함과 약간의 불경스러움이 특징인 그녀의 이야기를 다루는 영화는 셰어, 글로리아 에스테판, 데이비드 포스터, 제니퍼 허드슨, 케샤 등과의 놀라운 협업을 직접 이야기하며 다이앤 워렌의 창조적 천재성을 조명한다.",2025-01-10,1.001,0.0,"다큐멘터리, 음악",
movie,Suckers,Suckers,,2024-10-24,1.001,0.0,"코미디, 공포, 스릴러",
movie,McFly: The 21st Birthday Party,McFly: The 21st Birthday Party,,2024-11-09,1.001,0.0,,
movie,Cherry on top,Cherry on top,,2024-11-26,1.001,0.0,,
movie,Cose che accadono sulla terra,Cose che accadono sulla terra,,2024-11-15,1.001,0.0,다큐멘터리,
movie,The Vampire and the Vigilante,The Vampire and the Vigilante,,2024-10-22,1.001,0.0,"공포, 액션, 판타지",
movie,サユリ,사유리,"카미키 가족은 오랜 노력 끝에 꿈의 집으로 이사 왔지만 곧 그들 주변에서 기이한 현상이 발생한다. 일곱 명의 가족 중 다섯 명이 차례로 의문의 죽음을 맞은 것이다. 치매를 앓는 할머니와 10대 손자만 덩그러니 남았을 때, 두 사람은 10년 전 여기 살던 소녀 사유리의 원혼이 이 모든 비극을 일으켰음을 뒤늦게나마 깨닫는다. 이제 살아남기 위한 두 사람의 치열한 반격을 준비할 차례다.",2024-08-23,1.668,6.0,공포,
movie,Peak Season,Peak Season,,2024-08-08,1.001,5.2,"로맨스, 코미디, 드라마",
movie,Toresky. El prodigio de la imaginación,Toresky. El prodigio de la imaginación,,2024-12-03,1.0,0.0,다큐멘터리,
movie,Whippy,Whippy,,2025-01-10,1.0,0.0,,
movie,Samtal med Horst,Samtal med Horst,,2025-02-04,1.363,0.0,다큐멘터리,
movie,David Gilmour - Luck and Strange Tour Rehearsal,David Gilmour - Luck and Strange Tour Rehearsal,,2024-09-06,1.0,0.0,,
movie,Witte Flits,Witte Flits,,2024-09-26,1.0,5.0,드라마,
movie,ذاكرتي مليئة بالأشباح,ذاكرتي مليئة بالأشباح,,2024-10-10,1.398,0.0,다큐멘터리,
movie,อีสานซอมบี้,อีสานซอมบี้,,2023-12-28,1.0,3.0,"액션, 코미디, 공포",
movie,Goodbye Josh.,Goodbye Josh.,,2025-02-06,1.532,10.0,공포,
movie,Have A Word: The India Special,Have A Word: The India Special,,2025-02-04,1.363,0.0,"코미디, 다큐멘터리",
movie,Gabrielius iš neprarasto rojaus,Gabrielius iš neprarasto rojaus,,2024-11-14,0.999,0.0,다큐멘터리,
movie,Unicorns,유니콘,퀴어 남아시아 나이트클럽 공연자와 젊은 싱글대디 정비공이 만나면서 서로의 정체성을 찾는 여정이 시작된다.,2024-07-05,0.999,8.0,"드라마, 로맨스",
movie,5 Hectares,5 Hectares,,2023-12-27,1.236,5.2,코미디,
movie,NJPW: King Of Pro Wrestling 2024,NJPW: King Of Pro Wrestling 2024,,2024-10-14,0.998,0.0,액션,
movie,Mariposas Negras,Mariposas Negras,,2024-12-05,0.998,0.0,"애니메이션, 다큐멘터리",
movie,Fuks 2,Fuks 2,,2023-12-25,0.998,4.8,"코미디, 액션",
movie,มนต์รักนักพากย์,원스 어폰 어 스타,"1970년, 태국 전역을 돌아다니는 영화 순회상영단. 인기 영화를 실시간 더빙으로 상영하며 열광적인 관객들에게 즐거움을 선사하던 그들에게 걸림돌이 나타난다.",2023-10-09,0.998,6.8,드라마,"Netflix, Netflix basic with Ads"
movie,美洲大宝荐：你好美国,美洲大宝荐：你好美国,,2024-12-07,1.289,9.0,다큐멘터리,
movie,Hot Seat,Hot Seat,,2024-10-18,0.998,0.0,"코미디, 드라마",
movie,Zange,Zange,,2024-09-02,0.998,0.0,"드라마, 가족",
movie,Architecton,아키텍톤,"이탈리아 건축가 미켈레 드 루치의 조경 프로젝트를 중심으로, 코사코프스키는 건축에 대한 장엄하고도 친밀하면서 시적인 명상을 선사하는 작품을 만들었다. 이 영화는 고대 건축물의 설계 방식과 디자인이 어떻게 폐허의 흔적을 드러내는지를 탐구하면서 생존에 대한 희망과 앞으로 나아갈 길을 제시한다.",2024-10-03,1.319,6.25,다큐멘터리,
movie,சூது கவ்வும் 2: நாடும் நாட்டு மக்களும்...,சூது கவ்வும் 2: நாடும் நாட்டு மக்களும்...,,2024-12-13,0.998,5.0,"코미디, 범죄, 스릴러",
movie,1980,1980,"평생 중국 음식점에서 수타면을 뽑던 철수 할아버지는 1980년 5월 17일 드디어 자기 음식점을 오픈한다. 철수와 엄마, 아빠, 이모 그리고 새신랑이 될 삼촌과 예비 신부까지 철수네 대가족은 이제 행복한 꿈만 꾸면 된다고 생각하는데…",2024-03-27,0.998,4.3,드라마,"wavve, Watcha"
movie,EastEnders: 40 Years on the Square,EastEnders: 40 Years on the Square,,2025-02-17,2.327,0.0,,
movie,Buhay Istudyante,Buhay Istudyante,,2024-11-08,1.187,0.0,,
movie,あるいは、ユートピア,あるいは、ユートピア,,2024-11-16,0.997,0.0,드라마,Amazon Prime Video
movie,Midnight Oil: The Hardest Line,Midnight Oil: The Hardest Line,,2024-07-04,0.997,8.0,"다큐멘터리, 음악",
movie,The Opera! - Arie per un'eclissi,The Opera! - Arie per un'eclissi,,2025-01-20,0.997,0.0,"드라마, 음악",
movie,ゆとりですがなにか インターナショナル,유토리입니다만 무슨 문제 있습니까 인터내셔널,신혼 부부는 신혼여행을 통해 서로가 완전히 다르다는 사실을 깨닫는다.  하지만 반대되는 것이 끌리나요?,2023-10-13,0.997,7.0,코미디,
movie,ไอ้เป๊าะ CEO ม.6,ไอ้เป๊าะ CEO ม.6,,2025-01-30,1.151,2.0,드라마,
movie,Nature of the Crime,Nature of the Crime,,2024-11-13,0.997,10.0,다큐멘터리,
movie,North by North Pole: A Dial S Mystery,North by North Pole: A Dial S Mystery,,2024-12-22,1.102,4.0,"TV 영화, 코미디, 로맨스, 드라마",
movie,Breathing In,Breathing In,,2023-10-18,0.997,5.0,"공포, 스릴러, 드라마",
movie,Abigail,Abigail,,2023-12-05,0.997,8.1,"공포, 스릴러",
movie,Philippe Laprise: Pourquoi Pas,Philippe Laprise: Pourquoi Pas,,2025-02-04,1.362,0.0,코미디,
movie,ŞamPİYONlar,ŞamPİYONlar,,2025-01-10,0.996,0.0,"가족, 코미디",
movie,Somnus,Somnus,,2024-06-28,0.996,0.0,,Watcha
movie,Whispers in the Wind,바람에 속삭이다,"쓰나미로 폐허가 된 일본 마을에서 새로 만난 두 친구가 슬픔을 극복하고, 죽은 자에게 메시지를 보내는 신기한 전화 부스를 발견합니다.",2024-08-21,0.996,0.0,드라마,"Netflix, Netflix basic with Ads"
movie,The Mick and the Trick,The Mick and the Trick,,2024-06-29,0.996,4.0,"코미디, 액션, 범죄",
movie,Katangari Goes to Town,Katangari Goes to Town,,2025-01-04,0.995,3.5,"코미디, 드라마, 미스터리, 스릴러",Amazon Prime Video
movie,Government Gangsters,Government Gangsters,,2024-07-19,1.34,0.0,"다큐멘터리, 역사",
movie,Oscar Wilde About America,Oscar Wilde About America,,2025-01-15,1.027,0.0,,
movie,Zuckerberg: King of the Metaverse,Zuckerberg: King of the Metaverse,,2024-01-14,0.995,4.8,다큐멘터리,
movie,نورة,노라,,2024-10-16,1.024,6.2,드라마,
movie,Un prince,Un prince,,2023-10-18,0.995,3.8,드라마,
movie,சட்டம் என் கையில்,சட்டம் என் கையில்,,2024-09-27,0.995,0.0,스릴러,
movie,Asesinato en Meaux,Asesinato en Meaux,,2024-11-01,1.426,0.0,범죄,
movie,Held Hostage in My House,Held Hostage in My House,,2024-09-07,0.995,4.0,"미스터리, 스릴러",
movie,Pele de Vidro,스킨 오브 글래스,감독 데니스 즈메콜의 아버지는 건축사였다. 이제 고인이 된 그의 가장 유명한 작품은 상파울루 중심부에 위치한 “스킨 오브 글래스”라는 애칭으로 불리는 모더니즘 스타일의 유리로 된 고층 건물이다. 영화는 이곳이 수백 명의 노숙자들에게 점유된 사실을 알게 된 감독의 여정을 따라간다.,2023-10-14,0.994,10.0,다큐멘터리,
movie,Kuusi,Kuusi,,2024-11-14,0.994,0.0,드라마,
movie,Les Écorchés - Partie 1,Les Écorchés - Partie 1,,2024-07-21,0.994,0.0,"드라마, 공포",
movie,Cám (The Sisters),Cám (The Sisters),,2024-09-20,1.156,9.0,공포,
movie,Wow! Nachricht aus dem All,Wow! Nachricht aus dem All,,2023-12-14,0.994,5.3,"가족, 판타지, 모험",
movie,Hora do recreio,Hora do recreio,,2025-02-15,2.317,0.0,다큐멘터리,
movie,Arame Farpado,Arame Farpado,,2025-02-18,2.317,0.0,드라마,
movie,普通の生活,普通の生活,,2025-02-15,2.317,0.0,애니메이션,
movie,ഇടി മഴ കാറ്റ്,ഇടി മഴ കാറ്റ്,,2025-02-21,2.317,0.0,"액션, 스릴러",
movie,CLOCK - Socialist Burgers Inc.,CLOCK - Socialist Burgers Inc.,,2025-02-02,1.25,0.0,다큐멘터리,
movie,果场,果场,,2025-02-20,2.317,0.0,"다큐멘터리, 역사",
movie,Krajina Dana Bárty,Krajina Dana Bárty,,2024-10-26,1.166,0.0,다큐멘터리,
movie,Perla,Perla,,2025-02-02,1.251,0.0,드라마,
movie,So ist das Leben und nicht anders.,So ist das Leben und nicht anders.,,2024-10-17,0.993,0.0,애니메이션,
movie,La Mer et ses vagues,La Mer et ses vagues,,2025-01-29,1.115,5.0,드라마,
movie,Freedom Hair,Freedom Hair,,2024-06-01,0.993,3.0,"드라마, 역사",
